SeanadElectionCountPanelCandidateFirstName,SeanadElectionCountPanelCandidateLastName,SeanadElectionCountPanelCandidateNote,CandidateName,SeanadElectionCountDelegateVotesTransferNo,Votes,SeanadElectionCountNo,SeanadElectionCountPanelQuota,SeanadElectionCountPanelCandidateStatusID,SeanadElectionPanelNameENG,SeanadElectionSubPanelNameENG,SeanadElectionCountOutcomeTypeNameENG,IsDistributionOfSurplusCompleted,SeanadElectionCountPanelCandidateStatusNameENG,SeanadElectionCountPanelCandidateElectedPositionNo,SeanadElectionCountPanelCandidatePositionNo,SeanadElectionCountPanelMasterID,CountResultLine,SeanadElectionCountPanelAreaNameENG,ElectionPanelNameAndArea
Catherine,Ardagh,,"Ardagh, Catherine",0,43000,1,112401,3,Industrial and Commercial Panel,Oireachtas,Distribution Of Surplus,,Continuing,,8,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Catherine,Ardagh,,"Ardagh, Catherine",0,43000,2,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,8,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Catherine,Ardagh,,"Ardagh, Catherine",0,43000,3,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,8,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Catherine,Ardagh,,"Ardagh, Catherine",0,43000,4,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,8,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Catherine,Ardagh,,"Ardagh, Catherine",2000,45000,5,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,8,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Catherine,Ardagh,,"Ardagh, Catherine",0,45000,6,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,8,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Catherine,Ardagh,,"Ardagh, Catherine",6000,51000,7,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,8,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
James,Bannon,,"Bannon, James",0,24000,1,112401,3,Industrial and Commercial Panel,Oireachtas,Distribution Of Surplus,,Continuing,,21,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
James,Bannon,,"Bannon, James",0,24000,2,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,21,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
James,Bannon,,"Bannon, James",0,24000,3,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,21,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
James,Bannon,,"Bannon, James",0,24000,4,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,21,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
James,Bannon,,"Bannon, James",0,24000,5,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,21,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
James,Bannon,,"Bannon, James",2000,26000,6,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,21,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
James,Bannon,,"Bannon, James",0,26000,7,112401,3,Industrial and Commercial Panel,Oireachtas,Exclusion,,Continuing,,21,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Michael,Bell,,"Bell, Michael",0,2000,1,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,2000,1,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,2000,2,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,2000,2,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,2000,3,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,2000,3,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",69,2069,4,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",69,2069,4,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,2069,5,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,2069,5,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,2069,6,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,2069,6,70751,3,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,2069,7,70751,3,Labour Panel,Nominating Bodies,Exclusion,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,2069,7,70751,3,Labour Panel,Nominating Bodies,Exclusion,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,2069,8,70751,3,Labour Panel,Nominating Bodies,Exclusion,,Continuing,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,2069,8,70751,3,Labour Panel,Nominating Bodies,Exclusion,,Continuing,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",-2069,0,9,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,"Exclusion of Bell, Michael",Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",-2069,0,9,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,"Exclusion of Bell, Michael",Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,10,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,10,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,11,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,11,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,12,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,12,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,13,70751,4,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,13,70751,4,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,14,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,14,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,15,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,15,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,16,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,16,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,17,70751,4,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,17,70751,4,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,18,70751,4,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,18,70751,4,Labour Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,19,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Michael,Bell,,"Bell, Michael",0,0,19,70751,4,Labour Panel,Nominating Bodies,Exclusion,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,20,70751,4,Labour Panel,Nominating Bodies,End Of Count,,Excluded,,20,20,,Live,"Labour Panel, Live, 2024-09-03"
Michael,Bell,,"Bell, Michael",0,0,20,70751,4,Labour Panel,Nominating Bodies,End Of Count,,Excluded,,20,15,,Live,"Labour Panel, Live, 2024-09-01"
Frances,Black,,"Black, Frances",0,75000,1,112401,3,Industrial and Commercial Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,3,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Frances,Black,,"Black, Frances",1498,76498,2,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,3,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Frances,Black,,"Black, Frances",0,76498,3,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,3,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Frances,Black,,"Black, Frances",0,76498,4,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,3,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Frances,Black,,"Black, Frances",0,76498,5,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,3,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Frances,Black,,"Black, Frances",0,76498,6,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,3,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Frances,Black,,"Black, Frances",0,76498,7,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,3,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",0,34000,1,112401,3,Industrial and Commercial Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,11,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",0,58000,1,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,58000,2,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,34000,2,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,11,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",0,34000,3,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,11,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",0,58000,3,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,58000,4,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,34000,4,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,11,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",0,34000,5,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,11,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",1000,59000,5,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",2000,61000,6,94167,3,Agricultural Panel,Nominating Bodies,Distribution Of Surplus,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,34000,6,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,11,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",0,34000,7,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,11,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Niall,Blaney,,"Blaney, Niall",0,61000,7,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",2000,63000,8,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,63000,9,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",3000,66000,10,94167,3,Agricultural Panel,Nominating Bodies,Distribution Of Surplus,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",2499,68499,11,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,68499,12,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",11000,79499,13,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,79499,14,94167,3,Agricultural Panel,Nominating Bodies,Exclusion,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",14833,94332,15,94167,2,Agricultural Panel,Nominating Bodies,Distribution Of Surplus,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,94332,16,94167,2,Agricultural Panel,Nominating Bodies,Distribution Of Surplus,1,Continuing,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",-165,94167,17,94167,2,Agricultural Panel,Nominating Bodies,Exclusion,1,Deemed Elected,5,9,30,"Distribution of Blaney, Niall's surplus",Test,"Agricultural Panel, Test, 2020-09-10"
Niall,Blaney,,"Blaney, Niall",0,94167,18,94167,2,Agricultural Panel,Nominating Bodies,Distribution Of Surplus,1,Deemed Elected,5,9,30,,Test,"Agricultural Panel, Test, 2020-09-10"
John,Blennerhassett,,"Blennerhassett, John",0,62000,1,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,62000,1,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,62000,2,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,62000,2,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,62000,3,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,62000,3,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",1587,63587,4,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",1587,63587,4,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",442,64029,5,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",442,64029,5,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,64029,6,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,64029,6,70751,3,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,64029,7,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,64029,7,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,64029,8,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,64029,8,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,64029,9,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,64029,9,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,64029,10,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,64029,10,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,64029,11,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,64029,11,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",3017,67046,12,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",3017,67046,12,70751,3,Labour Panel,Oireachtas,Exclusion,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",5000,72046,13,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",5000,72046,13,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",-1295,70751,14,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,20,"Distribution of Blennerhassett, John's surplus",Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",-1295,70751,14,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,15,"Distribution of Blennerhassett, John's surplus",Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,70751,15,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,70751,15,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,70751,16,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,70751,16,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,70751,17,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,70751,17,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,70751,18,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,70751,18,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,70751,19,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Blennerhassett,,"Blennerhassett, John",0,70751,19,70751,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,70751,20,70751,2,Labour Panel,Oireachtas,End Of Count,1,Deemed Elected,11,7,20,,Live,"Labour Panel, Live, 2024-09-03"
John,Blennerhassett,,"Blennerhassett, John",0,70751,20,70751,2,Labour Panel,Oireachtas,End Of Count,1,Deemed Elected,11,7,15,,Live,"Labour Panel, Live, 2024-09-01"
John,Boland,,"Boland, John",0,101000,1,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,101000,2,72001,2,Labour Panel,Oireachtas,Exclusion,1,Continuing,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,101000,3,72001,2,Labour Panel,Oireachtas,Exclusion,1,Continuing,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,101000,4,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",-28999,72001,5,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,12,2,13,"Distribution of Boland, John's surplus",Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,6,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,7,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,8,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,9,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,10,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,11,72001,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,12,72001,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,13,72001,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,14,72001,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,15,72001,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
John,Boland,,"Boland, John",0,72001,16,72001,2,Labour Panel,Oireachtas,End Of Count,1,Deemed Elected,12,2,13,,Live,"Labour Panel, Live, 2024-08-22"
Victor,Boyhan,,"Boyhan, Victor",0,93000,1,93667,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,1,Continuing,4,2,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Victor,Boyhan,,"Boyhan, Victor",0,89000,1,94167,3,Agricultural Panel,Oireachtas,Exclusion,1,Continuing,1,1,30,,Test,"Agricultural Panel, Test, 2020-09-10"
