SeanadElectionCountPanelCandidateFirstName,SeanadElectionCountPanelCandidateLastName,SeanadElectionCountPanelCandidateNote,CandidateName,SeanadElectionCountDelegateVotesTransferNo,Votes,SeanadElectionCountNo,SeanadElectionCountPanelQuota,SeanadElectionCountPanelCandidateStatusID,SeanadElectionPanelNameENG,SeanadElectionSubPanelNameENG,SeanadElectionCountOutcomeTypeNameENG,IsDistributionOfSurplusCompleted,SeanadElectionCountPanelCandidateStatusNameENG,SeanadElectionCountPanelCandidateElectedPositionNo,SeanadElectionCountPanelCandidatePositionNo,SeanadElectionCountPanelMasterID,CountResultLine,SeanadElectionCountPanelAreaNameENG,ElectionPanelNameAndArea
Martin,Finn,,"Finn, Martin",0,39000,9,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,39000,9,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,39000,9,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",1000,40000,10,70501,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",1000,40000,10,70501,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",1000,40000,10,70501,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,40000,11,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,40000,11,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,40000,11,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,40000,12,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,40000,12,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,40000,12,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",3000,43000,13,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",3000,43000,13,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",3000,43000,13,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,43000,14,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,43000,14,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,43000,14,70501,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",-43000,0,15,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,"Exclusion of Finn, Martin",Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",-43000,0,15,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,"Exclusion of Finn, Martin",Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",-43000,0,15,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,"Exclusion of Finn, Martin",Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,16,70501,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,16,70501,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,16,70501,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,17,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,17,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,17,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,18,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,18,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,18,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,19,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,19,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,19,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,20,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,20,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,20,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,21,70501,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,21,70501,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,21,70501,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,22,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,22,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,22,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,23,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,23,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,23,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,24,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
Martin,Finn,,"Finn, Martin",0,0,24,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,24,70501,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,25,70501,4,Agricultural Panel,Oireachtas,End Of Count,,Excluded,,11,24,,Test,"Agricultural Panel, Test, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,25,70501,4,Agricultural Panel,Oireachtas,End Of Count,,Excluded,,11,22,,Live,"Agricultural Panel, Live, 2024-09-04"
Martin,Finn,,"Finn, Martin",0,0,25,70501,4,Agricultural Panel,Oireachtas,End Of Count,,Excluded,,11,28,,Test,"Agricultural Panel, Test, 1977-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",0,73000,1,140501,3,Administrative Panel,Oireachtas,Distribution Of Surplus,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",14193,87193,2,140501,3,Administrative Panel,Oireachtas,Distribution Of Surplus,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",104,87297,3,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",249,87546,4,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",4237,91783,5,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",1000,92783,6,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",3000,95783,7,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",9245,105028,8,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",249,105277,9,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",1249,106526,10,140501,3,Administrative Panel,Oireachtas,Distribution Of Surplus,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",0,106526,11,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",3198,109724,12,140501,3,Administrative Panel,Oireachtas,Distribution Of Surplus,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",0,109724,13,140501,3,Administrative Panel,Oireachtas,Distribution Of Surplus,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",0,109724,14,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
MARY,FITZPATRICK,,"FITZPATRICK, MARY",9245,118969,15,140501,3,Administrative Panel,Oireachtas,Exclusion,,Continuing,,6,25,,Live,"Administrative Panel, Live, 2024-09-10"
Angela,Flynn,,"Flynn, Angela",0,8000,1,188834,3,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Continuing,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,8000,2,188834,3,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Continuing,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,8000,3,188834,3,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Continuing,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",-8000,0,4,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,"Exclusion of Flynn, Angela",Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,5,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,6,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,7,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,8,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,9,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,10,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,11,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,12,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,13,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,14,188834,4,Cultural and Educational Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,15,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,16,188834,4,Cultural and Educational Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,17,188834,4,Cultural and Educational Panel,Nominating Bodies,Distribution Of Surplus,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,18,188834,4,Cultural and Educational Panel,Nominating Bodies,Exclusion,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Angela,Flynn,,"Flynn, Angela",0,0,19,188834,4,Cultural and Educational Panel,Nominating Bodies,End Of Count,,Excluded,,18,29,,Test,"Cultural and Educational Panel, Test, 2020-09-10"
Connie,Gerety,,"Gerety, Connie",0,32000,1,93667,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",44,32044,2,93667,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,32044,3,93667,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,32044,4,93667,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,32044,5,93667,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,32044,6,93667,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,32044,7,93667,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",2000,34044,8,93667,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",-34044,0,9,93667,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,16,23,"Exclusion of Gerety, Connie",Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,10,93667,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,11,93667,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,12,93667,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,13,93667,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,14,93667,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,15,93667,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,16,93667,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,17,93667,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,18,93667,4,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,19,93667,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,20,93667,4,Agricultural Panel,Oireachtas,Exclusion,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Connie,Gerety,,"Gerety, Connie",0,0,21,93667,4,Agricultural Panel,Oireachtas,End Of Count,,Excluded,,16,23,,Test,"Agricultural Panel, Test, 2016-09-05"
Arthur,Griffin,,"Griffin, Arthur",0,19000,1,112401,3,Industrial and Commercial Panel,Nominating Bodies,Distribution Of Surplus,,Continuing,,26,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Arthur,Griffin,,"Griffin, Arthur",0,19000,2,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,26,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Arthur,Griffin,,"Griffin, Arthur",0,19000,3,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,26,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Arthur,Griffin,,"Griffin, Arthur",0,19000,4,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,26,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Arthur,Griffin,,"Griffin, Arthur",1000,20000,5,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,26,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Arthur,Griffin,,"Griffin, Arthur",1000,21000,6,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,26,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Arthur,Griffin,,"Griffin, Arthur",0,21000,7,112401,3,Industrial and Commercial Panel,Nominating Bodies,Exclusion,,Continuing,,26,27,,Live,"Industrial and Commercial Panel, Live, 2024-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,76000,1,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,76000,2,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,76000,3,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,76000,4,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",1000,77000,5,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,77000,6,94167,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,77000,7,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,77000,8,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",2000,79000,9,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",2000,81000,10,94167,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,81000,11,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,81000,12,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,81000,13,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",1000,82000,14,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",916,82916,15,94167,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,82916,16,94167,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",0,82916,17,94167,3,Agricultural Panel,Oireachtas,Exclusion,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Pippa,Hackett,,"Hackett, Pippa",2000,84916,18,94167,3,Agricultural Panel,Oireachtas,Distribution Of Surplus,,Continuing,,4,30,,Test,"Agricultural Panel, Test, 2020-09-10"
Des,Hanafin,,"Hanafin, Des",0,107000,1,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,4,1,20,,Live,"Labour Panel, Live, 2024-09-03"
Des,Hanafin,,"Hanafin, Des",0,107000,1,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,4,1,15,,Live,"Labour Panel, Live, 2024-09-01"
Des,Hanafin,,"Hanafin, Des",0,148000,1,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Continuing,5,1,13,,Live,"Labour Panel, Live, 2024-08-22"
Des,Hanafin,,"Hanafin, Des",-75999,72001,2,72001,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,5,1,13,"Distribution of Hanafin, Des's surplus",Live,"Labour Panel, Live, 2024-08-22"
Des,Hanafin,,"Hanafin, Des",-36249,70751,2,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,4,1,15,"Distribution of Hanafin, Des's surplus",Live,"Labour Panel, Live, 2024-09-01"
Des,Hanafin,,"Hanafin, Des",-36249,70751,2,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,4,1,20,"Distribution of Hanafin, Des's surplus",Live,"Labour Panel, Live, 2024-09-03"
Des,Hanafin,,"Hanafin, Des",0,70751,3,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,4,1,20,,Live,"Labour Panel, Live, 2024-09-03"
Des,Hanafin,,"Hanafin, Des",0,70751,3,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,4,1,15,,Live,"Labour Panel, Live, 2024-09-01"
Des,Hanafin,,"Hanafin, Des",0,72001,3,72001,2,Labour Panel,Oireachtas,Exclusion,1,Deemed Elected,5,1,13,,Live,"Labour Panel, Live, 2024-08-22"
Des,Hanafin,,"Hanafin, Des",0,72001,4,72001,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,5,1,13,,Live,"Labour Panel, Live, 2024-08-22"
Des,Hanafin,,"Hanafin, Des",0,70751,4,70751,2,Labour Panel,Oireachtas,Distribution Of Surplus,1,Deemed Elected,4,1,15,,Live,"Labour Panel, Live, 2024-09-01"
